ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
UNII,medium_airport,Yeniseysk Airport,58.4742012,92.11250305,253,AS,RU,RU-KYA,Yeniseysk,UNII,EIE,
UNKL,large_airport,Yemelyanovo Airport,56.17290115,92.49330139,942,AS,RU,RU-KYA,Krasnoyarsk,UNKL,KJA,
UNKS,medium_airport,Achinsk Airport,56.2682991,90.57080078,1033,AS,RU,RU-KYA,Achinsk,UNKS,ACS,
UNKY,medium_airport,Kyzyl Airport,51.66939926,94.40059662,2123,AS,RU,RU-TY,Kyzyl,UNKY,KYZ,
UNNT,medium_airport,Tolmachevo Airport,55.01259995,82.65070343,365,AS,RU,RU-NVS,Novosibirsk,UNNT,OVB,
UNOO,medium_airport,Omsk Central Airport,54.96699905,73.3105011,311,AS,RU,RU-OMS,Omsk,UNOO,OMS,
UNSS,medium_airport,Strezhevoy Airport,60.70940018,77.66000366,164,AS,RU,RU-TOM,Strezhevoy,UNSS,SWT,
UNTT,medium_airport,Bogashevo Airport,56.38029861,85.20829773,597,AS,RU,RU-TOM,Tomsk,UNTT,TOF,
UNWW,medium_airport,Spichenkovo Airport,53.81140137,86.87719727,1024,AS,RU,RU-KEM,Novokuznetsk,UNWW,NOZ,
UODD,medium_airport,Dikson Airport,73.51780701,80.37966919,47,AS,RU,RU-KYA,Dikson,UODD,DKS,
UOHH,medium_airport,Khatanga Airport,71.97810364,102.4909973,95,AS,RU,RU-KYA,Khatanga,UOHH,HTG,
UOII,medium_airport,Igarka Airport,67.43720245,86.62190247,82,AS,RU,RU-KYA,Igarka,UOII,IAA,
UOOO,medium_airport,Norilsk-Alykel Airport,69.31109619,87.3321991,574,AS,RU,RU-KYA,Norilsk,UOOO,NSK,
UOTT,small_airport,Turukhansk Airport,65.79720306,87.93530273,128,AS,RU,RU-KYA,Turukhansk,UOTT,THX,
URKA,medium_airport,Anapa Airport,45.0021019,37.34730148,174,EU,RU,RU-KDA,Anapa,URKA,AAQ,
URKE,medium_airport,Yeysk Airport,46.68,38.21,60,EU,RU,RU-KDA,Yeysk,URKE,EIK,
URKG,medium_airport,Gelendzhik Airport,44.58209263,38.01248074,98,EU,RU,RU-KDA,Gelendzhik,URKG,GDZ,
URKK,medium_airport,Krasnodar International Airport,45.03469849,39.17050171,118,EU,RU,RU-KDA,Krasnodar,URKK,KRR,
URML,medium_airport,Uytash Airport,42.81679916,47.65230179,12,EU,RU,RU-DA,Makhachkala,URML,MCX,
URMM,medium_airport,Mineralnyye Vody Airport,44.22510147,43.08190155,1054,EU,RU,RU-STA,Mineralnyye Vody,URMM,MRV,
URMN,medium_airport,Nalchik Airport,43.51290131,43.63660049,1461,EU,RU,RU-KB,Nalchik,URMN,NAL,
URMO,medium_airport,Beslan Airport,43.20510101,44.60660172,1673,EU,RU,RU-SE,Beslan,URMO,OGZ,
URMS,medium_airport,Magas Airport,43.32229996,45.01259995,1165,EU,RU,RU-IN,Magas,URMS,IGT,
URMT,medium_airport,Stavropol Shpakovskoye Airport,45.10919952,42.1128006,1486,EU,RU,RU-STA,Stavropol,URMT,STW,
URRR,medium_airport,Rostov-na-Donu Airport,47.2582016,39.81809998,280,EU,RU,RU-ROS,Rostov-on-Don,URRR,ROV,
URRT,medium_airport,Taganrog Yuzhny Airport,47.20000076,38.84999847,118,EU,RU,RU-ROS,Taganrog,URRT,TGK,
URRY,medium_airport,Volgodonsk Airport,47.68209839,42.07279968,276,EU,RU,RU-ROS,,,VLK,
URSS,large_airport,Sochi International Airport,43.44990158,39.95660019,89,EU,RU,RU-KDA,Sochi,URSS,AER,
URWA,medium_airport,Astrakhan Airport,46.28329849,48.00630188,-65,EU,RU,RU-AST,Astrakhan,URWA,ASF,
URWI,medium_airport,Elista Airport,46.37390137,44.33089828,501,EU,RU,RU-KL,Elista,URWI,ESL,
URWW,medium_airport,Volgograd International Airport,48.78250122,44.34550095,482,EU,RU,RU-VGG,Volgograd,URWW,VOG,
US-0133,closed,Amchitka Army Airfield,51.37777778,179.2591667,215,NA,US,US-AK,Amchitka Island,,AHT,
US-BPA,closed,Grumman Bethpage Airport,40.74940109,-73.4960022,115,NA,US,US-NY,Bethpage,,BPA,
USCC,medium_airport,Chelyabinsk Balandino Airport,55.30580139,61.50329971,769,AS,RU,RU-CHE,Chelyabinsk,USCC,CEK,
USCM,medium_airport,Magnitogorsk International Airport,53.39310074,58.75569916,1430,EU,RU,RU-BA,Magnitogorsk,USCM,MQF,
USDD,medium_airport,Salekhard Airport,66.59079742,66.61100006,218,AS,RU,RU-YAN,Salekhard,USDD,SLY,
USDK,small_airport,Mys Kamenny Airport,68.48300171,73.56700134,98,AS,RU,RU-YAN,Mys Kamennyi,USDK,YMK,
USDP,small_airport,Krasnoselkup Airport,65.717,82.455,101,EU,RU,RU-YAN,Krasnoselkup,USDP,KKQ,
USDS,small_airport,Tarko-Sale Airport,64.93080139,77.81809998,82,AS,RU,RU-YAN,Tarko-Sale,USDS,TQL,
USDU,small_airport,Urengoy Airport,65.95999908,78.43699646,56,EU,RU,RU-YAN,Urengoy,USDU,UEN,
USHB,medium_airport,Berezovo Airport,63.92100143,65.03050232,98,AS,RU,RU-KHM,,USHB,EZV,
USHH,medium_airport,Khanty Mansiysk Airport,61.0284996,69.08609772,76,AS,RU,RU-KHM,Khanty-Mansiysk,USHH,HMA,
USHI,small_airport,Igrim Airport,63.19879913,64.43930054,79,AS,RU,RU-KHM,,USHI,IRM,
USHN,medium_airport,Nyagan Airport,62.11000061,65.61499786,361,AS,RU,RU-KHM,Nyagan,USHN,NYA,
USHS,medium_airport,Sovetskiy Airport,61.32662201,63.60191345,351,AS,RU,RU-KHM,Sovetskiy,USHS,OVS,
USHU,medium_airport,Uray Airport,60.10329819,64.8266983,190,AS,RU,RU-KHM,Uray,USHU,URJ,
USHY,medium_airport,Beloyarskiy Airport,63.68690109,66.69860077,82,AS,RU,RU-KHM,,,EYK,
USII,medium_airport,Izhevsk Airport,56.8280983,53.45750046,531,EU,RU,RU-UD,Izhevsk,USII,IJK,
USKK,medium_airport,Pobedilovo Airport,58.50329971,49.34830093,479,EU,RU,RU-KIR,Kirov,USKK,KVX,
USMM,medium_airport,Nadym Airport,65.48090363,72.69889832,49,AS,RU,RU-YAN,Nadym,USMM,NYM,
USMU,medium_airport,Novy Urengoy Airport,66.06939697,76.52030182,210,AS,RU,RU-YAN,Novy Urengoy,USMU,NUX,
USNN,medium_airport,Nizhnevartovsk Airport,60.94929886,76.4835968,177,AS,RU,RU-KHM,Nizhnevartovsk,USNN,NJC,
USNR,closed,Raduzhny Airport,62.15859985,77.3289032,250,AS,RU,RU-KHM,Raduzhnyi,USNR,RAT,
USPP,medium_airport,Bolshoye Savino Airport,57.91450119,56.02119827,404,EU,RU,RU-PER,Perm,USPP,PEE,
USRK,medium_airport,Kogalym International Airport,62.19039917,74.53379822,220,AS,RU,RU-KHM,Kogalym,USRK,KGP,
USRN,medium_airport,Nefteyugansk Airport,61.10829926,72.65000153,115,AS,RU,RU-KHM,Nefteyugansk,USRN,NFG,
USRO,medium_airport,Noyabrsk Airport,63.18330002,75.26999664,446,AS,RU,RU-YAN,Noyabrsk,USRO,NOJ,
USRR,medium_airport,Surgut Airport,61.34370041,73.40180206,200,AS,RU,RU-KHM,Surgut,USRR,SGC,
USSS,large_airport,Koltsovo Airport,56.74309921,60.80270004,764,AS,RU,RU-SVE,Yekaterinburg,USSS,SVX,
USTO,small_airport,Tobolsk Airport,58.13579941,68.23190308,167,AS,RU,RU-TYU,Tobolsk,USTO,TOX,
USTR,medium_airport,Roshchino International Airport,57.1896019,65.32430267,378,AS,RU,RU-TYU,Tyumen,USTR,TJM,
USUU,medium_airport,Kurgan Airport,55.47529984,65.41560364,240,AS,RU,RU-KGN,Kurgan,USUU,KRO,
UT25,small_airport,Monument Valley Airport,37.01670074,-110.2009964,5192,NA,US,US-UT,Goulding's Lodge,UT25,GMV,UT25
UTAA,medium_airport,Ashgabat Airport,37.98680115,58.36100006,692,AS,TM,TM-A,Ashgabat,UTAA,ASB,
UTAK,medium_airport,Turkmenbashi Airport,40.06330109,53.00719833,279,AS,TM,TM-B,Krasnovodsk,UTAK,KRW,
UTAM,medium_airport,Mary Airport,37.61940002,61.89670181,728,AS,TM,TM-M,Mary,UTAM,MYP,
UTAT,medium_airport,Daşoguz Airport,41.76110077,59.8266983,272,AS,TM,TM-D,Daşoguz,UTAT,TAZ,
UTAV,medium_airport,Turkmenabat Airport,39.08330154,63.61330032,630,AS,TM,TM-L,Türkmenabat,UTAV,CRZ,
UTDD,medium_airport,Dushanbe Airport,38.54330063,68.82499695,2575,AS,TJ,TJ-RR,Dushanbe,UTDD,DYU,
UTDK,medium_airport,Kulob Airport,37.98809814,69.80500031,2293,AS,TJ,TJ-KT,Kulyab,UTDK,TJU,
UTDL,medium_airport,Khudzhand Airport,40.2154007,69.69470215,1450,AS,TJ,TJ-SU,Khudzhand,UTDL,LBD,
UTDT,medium_airport,Qurghonteppa International Airport,37.86640167,68.86470032,1473,AS,TJ,TJ-KT,Kurgan-Tyube,UTDT,KQT,
UTKA,small_airport,Andizhan Airport,40.72769928,72.29399872,1515,AS,UZ,UZ-AN,Andizhan,UTFA,AZN,
UTKF,small_airport,Fergana International Airport,40.35879898,71.74500275,1980,AS,UZ,UZ-FA,Fergana,UTFF,FEG,
UTKN,small_airport,Namangan Airport,40.98460007,71.55670166,1555,AS,UZ,UZ-NG,Namangan,UTFN,NMA,
UTNN,small_airport,Nukus Airport,42.48839951,59.62329865,246,AS,UZ,UZ-QR,Nukus,UTNN,NCU,
UTNU,medium_airport,Urgench Airport,41.58430099,60.64170074,320,AS,UZ,UZ-XO,Urgench,UTNU,UGC,
UTSA,small_airport,Navoi Airport,40.11719894,65.17079926,,AS,UZ,UZ-NW,Navoi,UTSA,NVI,
UTSB,medium_airport,Bukhara Airport,39.77500153,64.48329926,751,AS,UZ,UZ-BU,Bukhara,UTSB,BHK,
UTSL,small_airport,Karshi Khanabad Airport,38.83359909,65.92150116,1365,AS,UZ,UZ-QA,Khanabad,UTSK,KSQ,
UTSN,small_airport,Sugraly Airport,41.61389923,64.23320007,1396,AS,UZ,UZ-NW,Zarafshan,UTSN,AFS,
UTSS,medium_airport,Samarkand Airport,39.70050049,66.9838028,2224,AS,UZ,UZ-SA,Samarkand,UTSS,SKD,
UTST,medium_airport,Termez Airport,37.2867012,67.30999756,1027,AS,UZ,UZ-SU,Termez,UTST,TMJ,
UTTT,large_airport,Tashkent International Airport,41.25790024,69.28119659,1417,AS,UZ,UZ-TO,Tashkent,UTTT,TAS,
UUBA,medium_airport,Kostroma Sokerkino Airport,57.7969017,41.01940155,446,EU,RU,RU-KOS,Kostroma,UUBA,KMW,
UUBB,closed,Bykovo Airport,55.61719894,38.06000137,427,EU,RU,RU-MOS,Moscow,UUBB,BKA,
UUBC,medium_airport,Grabtsevo Airport,54.54999924,36.3666687,656,EU,RU,RU-KLU,Kaluga,UUBC,KLF,
UUBI,medium_airport,Ivanovo South Airport,56.93939972,40.94079971,410,EU,RU,RU-IVA,Ivanovo,UUBI,IWA,
UUBK,medium_airport,Staroselye Airport,58.10419846,38.9294014,423,EU,RU,RU-YAR,Rybinsk,UUBK,RYB,
UUBP,medium_airport,Bryansk Airport,53.21419907,34.17639923,663,EU,RU,RU-BRY,Bryansk,UUBP,BZK,
UUDD,large_airport,Domodedovo International Airport,55.40879822,37.90629959,588,EU,RU,RU-MOS,Moscow,UUDD,DME,
UUDL,small_airport,Tunoshna Airport,57.56069946,40.15739822,287,EU,RU,RU-YAR,,UUDL,IAR,
UUEE,large_airport,Sheremetyevo International Airport,55.97259903,37.41460037,622,EU,RU,RU-MOS,Moscow,UUEE,SVO,
UUEM,medium_airport,Migalovo Air Base,56.8246994,35.75770187,469,EU,RU,RU-TVE,Tver,UUEM,KLD,
UUMU,large_airport,Chkalovskiy Airport,55.87829971,38.06169891,499,EU,RU,RU-MOS,Moscow,UUMU,CKL,UUM1
UUOB,medium_airport,Belgorod International Airport,50.64379883,36.59009933,735,EU,RU,RU-BEL,Belgorod,UUOB,EGO,
UUOK,medium_airport,Kursk East Airport,51.75059891,36.29560089,686,EU,RU,RU-KRS,Kursk,UUOK,URS,
UUOL,medium_airport,Lipetsk Airport,52.70280075,39.53779984,584,EU,RU,RU-LIP,Lipetsk,UUOL,LPK,
UUOO,medium_airport,Voronezh International Airport,51.81420135,39.229599,514,EU,RU,RU-VOR,Voronezh,UUOO,VOZ,
UUOR,medium_airport,Oryol Yuzhny Airport,52.93470001,36.00220108,656,EU,RU,RU-ORL,Orel,UUOR,OEL,
UUOT,medium_airport,Donskoye Airport,52.80609894,41.48279953,413,EU,RU,RU-TAM,Tambov,UUOT,TBW,
UUWR,small_airport,Turlatovo Airport,54.55590057,39.85520172,502,EU,RU,RU-RYA,Ryazan,UUWR,RZN,
UUWV,small_airport,Klokovo Airfield,54.239,37.6,499,EU,RU,RU-TUL,Tula,UUBT,TYA,
UUWW,large_airport,Vnukovo International Airport,55.59149933,37.26150131,685,EU,RU,RU-MOS,Moscow,UUWW,VKO,
UUYH,medium_airport,Ukhta Airport,63.56689835,53.80469894,482,EU,RU,RU-KO,Ukhta,UUYH,UCT,
UUYI,medium_airport,Inta Airport,66.05483246,60.11032104,184,AS,RU,RU-KO,Inta,UUYI,INA,
UUYP,medium_airport,Pechora Airport,65.12110138,57.13079834,98,EU,RU,RU-KO,Pechora,UUYP,PEX,
UUYS,medium_airport,Usinsk Airport,66.00469971,57.36719894,262,EU,RU,RU-KO,Usinsk,UUYS,USK,
UUYW,medium_airport,Vorkuta Airport,67.48860168,63.99309921,604,AS,RU,RU-KO,Vorkuta,UUYW,VKT,
UUYX,medium_airport,Ust-Tsylma Airport,65.43729401,52.20033646,262,EU,RU,RU-KO,Ust-Tsylma,UUYX,UTS,
UUYY,medium_airport,Syktyvkar Airport,61.64699936,50.8451004,342,EU,RU,RU-KO,Syktyvkar,UUYY,SCW,
UWGG,medium_airport,Nizhny Novgorod International Airport,56.23009872,43.7840004,256,EU,RU,RU-NIZ,Nizhny Novgorod,UWGG,GOJ,
UWKB,medium_airport,Bugulma Airport,54.63999939,52.80170059,991,EU,RU,RU-TA,Bugulma,UWKB,UUA,
UWKD,medium_airport,Kazan International Airport,55.60620117,49.27870178,411,EU,RU,RU-TA,Kazan,UWKD,KZN,
UWKE,medium_airport,Begishevo Airport,55.56470108,52.09249878,643,EU,RU,RU-TA,Nizhnekamsk,UWKE,NBC,
UWKJ,medium_airport,Yoshkar-Ola Airport,56.70059967,47.90470123,348,EU,RU,RU-ME,Yoshkar-Ola,UWKJ,JOK,
UWKS,medium_airport,Cheboksary Airport,56.09030151,47.34730148,558,EU,RU,RU-CU,Cheboksary,UWKS,CSY,
UWLL,medium_airport,Ulyanovsk Baratayevka Airport,54.2682991,48.22669983,463,EU,RU,RU-ULY,Ulyanovsk,UWLL,ULV,
UWLW,medium_airport,Ulyanovsk East Airport,54.40100098,48.80270004,252,EU,RU,RU-ULY,Ulyanovsk,UWLW,ULY,
UWOO,medium_airport,Orenburg Central Airport,51.79579926,55.45669937,387,EU,RU,RU-ORE,Orenburg,UWOO,REN,
UWOR,medium_airport,Orsk Airport,51.07249832,58.59560013,909,EU,RU,RU-ORE,Orsk,UWOR,OSW,
UWPP,medium_airport,Penza Airport,53.11059952,45.02109909,614,EU,RU,RU-PNZ,Penza,UWPP,PEZ,
UWPS,medium_airport,Saransk Airport,54.1251297,45.21225739,676,EU,RU,RU-MO,Saransk,UWPS,SKX,
UWSB,medium_airport,Balakovo Airport,51.85829926,47.74560165,95,EU,RU,RU-SAR,Balakovo,UWSB,BWO,
UWSS,medium_airport,Saratov Central Airport,51.56499863,46.04669952,499,EU,RU,RU-SAR,Saratov,UWSS,RTW,
UWUB,small_airport,Beloretsk Airport,53.93809891,58.34000015,1827,EU,RU,RU-BA,Beloretsk,UWUB,BCX,
UWUF,small_airport,Neftekamsk Airport,56.10689926,54.34719849,456,EU,RU,RU-BA,Neftekamsk,UWUF,NEF,
UWUK,small_airport,Oktyabrskiy Airport,54.43999863,53.38830185,377,EU,RU,RU-TA,Kzyl-Yar,UWUK,OKT,
UWUU,large_airport,Ufa International Airport,54.55749893,55.87440109,449,EU,RU,RU-BA,Ufa,UWUU,UFA,
UWWW,large_airport,Kurumoch International Airport,53.50490189,50.16429901,477,EU,RU,RU-SAM,Samara,UWWW,KUF,
UY-0001,small_airport,Fray Bentos Airport,-33.14300156,-58.29410172,52,SA,UY,UY-RN,Fray Bentos,,FZB,
UY-0002,small_airport,Rocha Airport,-34.47809982,-54.2798996,91,SA,UY,UY-RO,Rocha,,RCH,
UZM,small_airport,Hope Bay Aerodrome,68.156,-106.618,150,NA,CA,CA-NU,Hope Bay,,UZM,CHB3
UZR,small_airport,Urzhar Airport,47.09115,81.66521,,AS,KZ,KZ-VOS,Urzhar,,UZR,
VA1P,small_airport,Diu Airport,20.71310043,70.9210968,31,AS,IN,IN-GJ,Diu,VA1P,DIU,VA1P
VAAH,medium_airport,Sardar Vallabhbhai Patel International Airport,23.07719994,72.63469696,189,AS,IN,IN-GJ,Ahmedabad,VAAH,AMD,
VAAK,medium_airport,Akola Airport,20.6989994,77.05860138,999,AS,IN,IN-MM,,VAAK,AKD,
VAAU,medium_airport,Aurangabad Airport,19.86269951,75.39810181,1911,AS,IN,IN-MM,Aurangabad,VAAU,IXU,
VABB,large_airport,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,39,AS,IN,IN-MM,Mumbai,VABB,BOM,
VABI,medium_airport,Bilaspur Airport,21.98839951,82.11100006,899,AS,IN,IN-CT,,VABI,PAB,
VABJ,medium_airport,Bhuj Airport,23.28779984,69.67019653,268,AS,IN,IN-GJ,Bhuj,VABJ,BHJ,
VABM,medium_airport,Belgaum Airport,15.85929966,74.61830139,2487,AS,IN,IN-KA,Belgaum,VOBM,IXG,
VABO,medium_airport,Vadodara Airport,22.33620071,73.2263031,129,AS,IN,IN-GJ,Vadodara,VABO,BDQ,
VABP,medium_airport,Raja Bhoj International Airport,23.28750038,77.33740234,1711,AS,IN,IN-MP,Bhopal,VABP,BHO,
VABV,medium_airport,Bhavnagar Airport,21.75219917,72.18520355,44,AS,IN,IN-GJ,Bhavnagar,VABV,BHU,
VADN,medium_airport,Daman Airport,20.43440056,72.84320068,33,AS,IN,IN-DD,,VADN,NMB,
VAGN,medium_airport,Guna Airport,24.65469933,77.34729767,1600,AS,IN,IN-MP,,VAGN,GUX,
VAGO,large_airport,Dabolim Airport,15.38080025,73.83139801,150,AS,IN,IN-GA,Vasco da Gama,VOGO,GOI,
VAHB,medium_airport,Hubli Airport,15.36170006,75.0848999,2171,AS,IN,IN-KA,Hubli,VOHB,HBX,
VAID,medium_airport,Devi Ahilyabai Holkar Airport,22.72179985,75.80110168,1850,AS,IN,IN-MP,Indore,VAID,IDR,
VAJB,medium_airport,Jabalpur Airport,23.17779922,80.05200195,1624,AS,IN,IN-MP,,VAJB,JLR,
VAJM,medium_airport,Jamnagar Airport,22.46549988,70.01260376,69,AS,IN,IN-GJ,Jamnagar,VAJM,JGA,
VAKE,medium_airport,Kandla Airport,23.11269951,70.10030365,96,AS,IN,IN-GJ,Kandla,VAKE,IXY,
VAKJ,medium_airport,Khajuraho Airport,24.81719971,79.91860199,728,AS,IN,IN-MP,Khajuraho,VAKJ,HJR,
VAKP,medium_airport,Kolhapur Airport,16.66469955,74.28939819,1996,AS,IN,IN-MM,,VAKP,KLH,
VAKS,medium_airport,Keshod Airport,21.31710052,70.270401,167,AS,IN,IN-GJ,,VAKS,IXK,
VAND,medium_airport,Nanded Airport,19.18330002,77.3167038,1250,AS,IN,IN-MM,Nanded,VAND,NDC,
VANP,medium_airport,Dr. Babasaheb Ambedkar International Airport,21.09219933,79.04720306,1033,AS,IN,IN-MM,Naqpur,VANP,NAG,
VANR,medium_airport,Gandhinagar Airport,19.96369934,73.80760193,1959,AS,IN,IN-MM,Nashik,VANR,ISK,
VAPO,medium_airport,Pune Airport,18.58209991,73.91970062,1942,AS,IN,IN-MM,Pune,VAPO,PNQ,
VAPR,medium_airport,Porbandar Airport,21.64870071,69.65720367,23,AS,IN,IN-GJ,Porbandar,VAPR,PBD,
VARG,medium_airport,Ratnagiri Airport,17.0135994,73.32779694,305,AS,IN,IN-MM,,VARG,RTC,
VARK,medium_airport,Rajkot Airport,22.30920029,70.77950287,441,AS,IN,IN-GJ,Rajkot,VARK,RAJ,
VARP,small_airport,Raipur Airport,21.18040085,81.73880005,1041,AS,IN,IN-CT,Raipur,VARP,RPR,
VASL,medium_airport,Solapur Airport,17.62800026,75.93479919,1584,AS,IN,IN-MM,Solapur,VASL,SSE,
VASU,medium_airport,Surat Airport,21.1140995,72.7417984,16,AS,IN,IN-GJ,,VASU,STV,
VAUD,medium_airport,Maharana Pratap Airport,24.61770058,73.89610291,1684,AS,IN,IN-RJ,Udaipur,VAUD,UDR,
VCBI,large_airport,Bandaranaike International Colombo Airport,7.180759907,79.88410187,30,AS,LK,LK-1,Colombo,VCBI,CMB,
VCCA,medium_airport,Anuradhapura Air Force Base,8.30148983,80.42790222,324,AS,LK,LK-7,Anuradhapura,VCCA,ACJ,
VCCB,medium_airport,Batticaloa Airport,7.705760002,81.67880249,20,AS,LK,LK-5,Batticaloa,VCCB,BTC,
VCCC,medium_airport,Colombo Ratmalana Airport,6.821990013,79.88619995,22,AS,LK,LK-1,Colombo,VCCC,RML,
VCCG,medium_airport,Ampara Airport,7.33776,81.62594,150,AS,LK,LK-5,Ampara,VCCG,ADP,
VCCH,medium_airport,Hingurakgoda Air Force Base,8.04981041,80.98139954,170,AS,LK,LK-7,Polonnaruwa Town,VCCH,MNH,
VCCJ,medium_airport,Kankesanturai Airport,9.792329788,80.07009888,33,AS,LK,LK-4,Jaffna,VCCJ,JAF,
VCCK,medium_airport,Koggala Airport,5.99368,80.32029724,10,AS,LK,LK-3,Galle,VCCK,KCT,
VCCN,small_airport,Katukurunda Air Force Base,6.552120209,79.97750092,10,AS,LK,LK-1,Kalutara,VCCN,KTY,VC14
VCCS,small_airport,Sigiriya Air Force Base,7.956669807,80.72850037,630,AS,LK,LK-2,Sigiriya,VCCS,GIU,
VCCT,medium_airport,China Bay Airport,8.538510323,81.18190002,6,AS,LK,LK-5,Trincomalee,VCCT,TRR,
VCCW,small_airport,Weerawila Airport,6.254489899,81.23519897,50,AS,LK,LK-3,Weerawila,VCCW,WRZ,
VCRI,large_airport,Mattala Rajapaksa International Airport,6.284467,81.124128,,AS,LK,LK-3,,VCRI,HRI,
VDBG,medium_airport,Battambang Airport,13.09560013,103.223999,59,AS,KH,KH-2,Battambang,VDBG,BBM,
VDKH,medium_airport,Kampong Chhnang Airport,12.25520039,104.564003,56,AS,KH,KH-4,Kampong Chhnang,VDKH,KZC,
VDKK,small_airport,Kaoh Kong Airport,11.61339712,102.9970837,,AS,KH,KH-9,Kaoh Kong,VDKK,KKZ,
VDKT,small_airport,Kratie Airport,12.48799992,106.0550003,,AS,KH,KH-10,Kratie,VDKT,KTI,
VDPP,large_airport,Phnom Penh International Airport,11.54660034,104.8440018,40,AS,KH,KH-8,Phnom Penh,VDPP,PNH,
VDRK,medium_airport,Ratanakiri Airport,13.72999954,106.9869995,,AS,KH,KH-16,Ratanakiri,VDRK,RBE,
VDSR,large_airport,Siem Reap International Airport,13.41069984,103.8130035,60,AS,KH,KH-17,Siem Reap,VDSR,REP,
VDST,medium_airport,Stung Treng Airport,13.53190041,106.0149994,203,AS,KH,KH-19,Stung Treng,VDST,TNX,
VDSV,small_airport,Sihanoukville International Airport,10.57970047,103.637001,33,AS,KH,KH-18,Sihanukville,VDSV,KOS,
VDSY,small_airport,Krakor Airport,12.5385,104.1486,62,AS,KH,KH-15,Krakor,VDSY,KZD,
VE-0095,heliport,Isla de Tigre  Heliport,9.569999695,-62.43669891,20,SA,VE,VE-Y,Isla de Tigre,,ELX,
VE-0114,small_airport,Lagunillas Airport,10.1239996,-71.23799896,2469,SA,VE,VE-V,Lagunillas,,LGY,
VE-0205,small_airport,Kamarata Airport,5.75,-62.41600037,1770,SA,VE,VE-F,Kamarata,SVKM,KTV,
VE-0206,small_airport,La Guaira Airport,10.53332996,-67.03333282,2569,SA,VE,VE-X,La Guaira,,LAG,
VE-0207,small_airport,San Felix Airport,8.350000381,-62.63333511,333,SA,VE,VE-F,Ciudad Guayana,,SFX,
VE-0208,small_airport,San Salvador de Paul Airport,7,-62,576,SA,VE,VE-F,San Salvador de Paul,,SVV,
VE-0209,small_airport,Wonken Airport,5.25,-61.73333359,3250,SA,VE,VE-F,Wonken,,WOK,
VEAN,medium_airport,Along Airport,28.1753006,94.80200195,900,AS,IN,IN-AR,,VEAN,IXV,
VEAT,medium_airport,Agartala Airport,23.88699913,91.24040222,46,AS,IN,IN-TR,Agartala,VEAT,IXA,
VEBD,medium_airport,Bagdogra Airport,26.68120003,88.32859802,412,AS,IN,IN-WB,Siliguri,VEBD,IXB,
VEBG,small_airport,Balurghat Airport,25.26169968,88.79560089,78,AS,IN,IN-WB,Balurghat,VEBG,RGH,
VEBI,medium_airport,Shillong Airport,25.70359993,91.97869873,2910,AS,IN,IN-ML,Shillong,VEBI,SHL,
VEBS,medium_airport,Biju Patnaik Airport,20.24440002,85.81780243,138,AS,IN,IN-OR,Bhubaneswar,VEBS,BBI,
VECC,large_airport,Netaji Subhash Chandra Bose International Airport,22.65469933,88.44670105,16,AS,IN,IN-WB,Kolkata,VECC,CCU,
VECO,small_airport,Cooch Behar Airport,26.33049965,89.46720123,138,AS,IN,IN-WB,,VECO,COH,
VEDB,medium_airport,Dhanbad Airport,23.83399963,86.4253006,847,AS,IN,IN-BR,,VEDB,DBD,
VEDZ,small_airport,Daporijo Airport,27.98550034,94.22280121,750,AS,IN,IN-AR,Daporijo,VEDZ,DEP,
VEGK,medium_airport,Gorakhpur Airport,26.73970032,83.4496994,259,AS,IN,IN-UP,Gorakhpur,VEGK,GOP,
VEGT,medium_airport,Lokpriya Gopinath Bordoloi International Airport,26.10610008,91.58589935,162,AS,IN,IN-AS,Guwahati,VEGT,GAU,
VEGY,medium_airport,Gaya Airport,24.74430084,84.95120239,380,AS,IN,IN-BR,,VEGY,GAY,
VEIM,medium_airport,Imphal Airport,24.76000023,93.896698,2540,AS,IN,IN-MN,Imphal,VEIM,IMF,
VEJP,small_airport,Jeypore Airport,18.87999916,82.55200195,1952,AS,IN,IN-OR,Jeypore,VEJP,PYB,
VEJS,medium_airport,Jamshedpur Airport,22.8132,86.16880035,475,AS,IN,IN-JH,,VEJS,IXW,
VEJT,medium_airport,Jorhat Airport,26.73150063,94.17549896,311,AS,IN,IN-AS,Jorhat,VEJT,JRH,
VEKM,small_airport,Kamalpur Airport,24.13170052,91.81420135,131,AS,IN,IN-TR,,VEKM,IXQ,
VEKR,medium_airport,Kailashahar Airport,24.30820084,92.00720215,79,AS,IN,IN-TR,,VEKR,IXH,
VEKU,medium_airport,Silchar Airport,24.91290092,92.97869873,352,AS,IN,IN-AS,Silchar,VEKU,IXS,
VEKW,small_airport,Khowai Airport,24.06189919,91.60389709,95,AS,IN,IN-TR,Khowai,VEKW,IXN,
VELP,medium_airport,Lengpui Airport,23.84059906,92.61969757,1398,AS,IN,IN-MZ,Aizawl,VELP,AJL,
VELR,medium_airport,North Lakhimpur Airport,27.2954998,94.09760284,330,AS,IN,IN-AS,Lilabari,VELR,IXI,
VEMH,small_airport,Malda Airport,25.03300095,88.13300323,79,AS,IN,IN-WB,Malda,VEMH,LDA,
